"kodjaz","akrcis","kodcis","chodnota","zkrtext","text","admplod","admnepo","kod_sdmx"
"CS","LSTOBC",3228,"703887","Slovensko a Jemen","Slovensko a Jemen","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"704","Vietnam","Vietnamská socialistická republika","2009-01-01","9999-09-09","VN"
"CS","LSTOBC",3228,"70499","Bosna a Hercegovina a Černá Hora","Bosna a Hercegovina a Černá Hora","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"705","Slovinsko","Slovinská republika","2009-01-01","9999-09-09","SI"
"CS","LSTOBC",3228,"705688","Slovinsko a Srbsko","Slovinsko a Srbsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"705807","Slovinsko a Makedonie, bývalá jugoslávská republika","Slovinsko a Makedonie, bývalá jugoslávská republika","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"706","Somálsko","Somálská republika","2009-01-01","9999-09-09","SO"
"CS","LSTOBC",3228,"70643","Bosna a Hercegovina a Ruská federace","Bosna a Hercegovina a Ruská federace","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"70688","Bosna a Hercegovina a Srbsko","Bosna a Hercegovina a Srbsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"710","Jižní Afrika","Jihoafrická republika","2009-01-01","9999-09-09","ZA"
"CS","LSTOBC",3228,"710764","Jižní Afrika a Thajsko","Jižní Afrika a Thajsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"716","Zimbabwe","Republika Zimbabwe","2009-01-01","9999-09-09","ZW"
"CS","LSTOBC",3228,"72","Botswana","Republika Botswana","2009-01-01","9999-09-09","BW"
"CS","LSTOBC",3228,"724","Španělsko","Španělské království","2009-01-01","9999-09-09","ES"
"CS","LSTOBC",3228,"724032","Španělsko a Argentina","Španělsko a Argentina","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"724070","Španělsko a Bosna a Hercegovina","Španělsko a Bosna a Hercegovina","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"724076","Španělsko a Brazílie","Španělsko a Brazílie","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"724152","Španělsko a Chile","Španělsko a Chile","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"724170","Španělsko a Kolumbie","Španělsko a Kolumbie","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"724192","Španělsko a Kuba","Španělsko a Kuba","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"724356","Španělsko a Indie","Španělsko a Indie","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"724398","Španělsko a Kazachstán","Španělsko a Kazachstán","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"724604","Španělsko a Peru","Španělsko a Peru","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"724643","Španělsko a Ruská federace","Španělsko a Ruská federace","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"724792","Španělsko a Turecko","Španělsko a Turecko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"724804","Španělsko a Ukrajina","Španělsko a Ukrajina","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"724862","Španělsko a Venezuela","Španělsko a Venezuela","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"728","Jižní Súdán","Jihosúdánská republika","2009-01-01","9999-09-09","SS"
"CS","LSTOBC",3228,"729","Súdán","Súdánská republika","2009-01-01","9999-09-09","SD"
"CS","LSTOBC",3228,"736","Súdán","Súdánská republika","2009-01-01","9999-09-09","SD"
"CS","LSTOBC",3228,"740","Surinam","Surinamská republika","2009-01-01","9999-09-09","SR"
"CS","LSTOBC",3228,"748","Svazijsko","Svazijské království","2009-01-01","9999-09-09","SZ"
"CS","LSTOBC",3228,"752","Švédsko","Švédské království","2009-01-01","9999-09-09","SE"
"CS","LSTOBC",3228,"752124","Švédsko a Kanada","Švédsko a Kanada","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"752364","Švédsko a Írán (islámská republika)","Švédsko a Írán (islámská republika)","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"752422","Švédsko a Libanon","Švédsko a Libanon","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"752704","Švédsko a Vietnam","Švédsko a Vietnam","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"752804","Švédsko a Ukrajina","Švédsko a Ukrajina","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"752826","Švédsko a Spojené království","Švédsko a Spojené království","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"752840","Švédsko a Spojené státy","Švédsko a Spojené státy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"756","Švýcarsko","Švýcarská konfederace","2009-01-01","9999-09-09","CH"
"CS","LSTOBC",3228,"756124","Švýcarsko a Kanada","Švýcarsko a Kanada","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"756156","Švýcarsko a Čína","Švýcarsko a Čína","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"756398","Švýcarsko a Kazachstán","Švýcarsko a Kazachstán","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"756804","Švýcarsko a Ukrajina","Švýcarsko a Ukrajina","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"756840","Švýcarsko a Spojené státy","Švýcarsko a Spojené státy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"76","Brazílie","Brazilská federativní republika","2009-01-01","9999-09-09","BR"
"CS","LSTOBC",3228,"760","Syrská arabská repub.","Syrská arabská republika","2009-01-01","9999-09-09","SY"
"CS","LSTOBC",3228,"762","Tádžikistán","Republika Tádžikistán","2009-01-01","9999-09-09","TJ"
"CS","LSTOBC",3228,"762840","Tádžikistán a Spojené státy","Tádžikistán a Spojené státy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"764","Thajsko","Thajské království","2009-01-01","9999-09-09","TH"
"CS","LSTOBC",3228,"76422","Brazílie a Libanon","Brazílie a Libanon","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"76434","Brazílie a Libyjská arabská džamáhírije","Brazílie a Libyjská arabská džamáhírije","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"768","Togo","Republika Togo","2009-01-01","9999-09-09","TG"
"CS","LSTOBC",3228,"776","Tonga","Království Tonga","2009-01-01","9999-09-09","TO"
"CS","LSTOBC",3228,"780","Trinidad a Tobago","Republika Trinidad a Tobago","2009-01-01","9999-09-09","TT"
"CS","LSTOBC",3228,"784","Spojené arabské emiráty","Spojené arabské emiráty","2009-01-01","9999-09-09","AE"
"CS","LSTOBC",3228,"788","Tunisko","Tuniská republika","2009-01-01","9999-09-09","TN"
"CS","LSTOBC",3228,"788818","Tunisko a Egypt","Tunisko a Egypt","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"792","Turecko","Turecká republika","2009-01-01","9999-09-09","TR"
"CS","LSTOBC",3228,"792124","Turecko a Kanada","Turecko a Kanada","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"792804","Turecko a Ukrajina","Turecko a Ukrajina","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"792826","Turecko a Spojené království","Turecko a Spojené království","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"795","Turkmenistán","Turkmenistán","2009-01-01","9999-09-09","TM"
"CS","LSTOBC",3228,"795840","Turkmenistán a Spojené státy","Turkmenistán a Spojené státy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"796","Turks a Caicos","Ostrovy Turks a Caicos","2009-01-01","9999-09-09","TC"
"CS","LSTOBC",3228,"798","Tuvalu","Tuvalu","2009-01-01","9999-09-09","TV"
"CS","LSTOBC",3228,"8","Albánie","Albánská republika","2009-01-01","9999-09-09","AL"
"CS","LSTOBC",3228,"800","Uganda","Ugandská republika","2009-01-01","9999-09-09","UG"
"CS","LSTOBC",3228,"804","Ukrajina","Ukrajina","2009-01-01","9999-09-09","UA"
"CS","LSTOBC",3228,"804012","Ukrajina a Alžírsko","Ukrajina a Alžírsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"804031","Ukrajina a Ázerbájdžán","Ukrajina a Ázerbájdžán","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"804051","Ukrajina a Arménie","Ukrajina a Arménie","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"804124","Ukrajina a Kanada","Ukrajina a Kanada","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"804158","Ukrajina a Tchaj-wan","Ukrajina a Tchaj-wan","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"804268","Ukrajina a Gruzie","Ukrajina a Gruzie","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"804364","Ukrajina a Írán (islámská republika)","Ukrajina a Írán (islámská republika)","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"804376","Ukrajina a Izrael","Ukrajina a Izrael","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"804398","Ukrajina a Kazachstán","Ukrajina a Kazachstán","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"804417","Ukrajina a Kyrgyzstán","Ukrajina a Kyrgyzstán","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"804484","Ukrajina a Mexiko","Ukrajina a Mexiko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"804496","Ukrajina a Mongolsko","Ukrajina a Mongolsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"804807","Ukrajina a Makedonie, bývalá jugoslávská republika","Ukrajina a Makedonie, bývalá jugoslávská republika","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"804818","Ukrajina a Egypt","Ukrajina a Egypt","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"804826","Ukrajina a Spojené království","Ukrajina a Spojené království","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"804840","Ukrajina a Spojené státy","Ukrajina a Spojené státy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"804860","Ukrajina a Uzbekistán","Ukrajina a Uzbekistán","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"807","Severní Makedonie","Republika Severní Makedonie","2009-01-01","9999-09-09","MK"
"CS","LSTOBC",3228,"807051","Makedonie, bývalá jugoslávská republika a Arménie","Makedonie, bývalá jugoslávská republika a Arménie","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"807124","Makedonie, bývalá jugoslávská republika a Kanada","Makedonie, bývalá jugoslávská republika a Kanada","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"807826","Makedonie, bývalá jugoslávská republika a Spojené království","Makedonie, bývalá jugoslávská republika a Spojené království","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"818","Egypt","Egyptská arabská republika","2009-01-01","9999-09-09","EG"
"CS","LSTOBC",3228,"818840","Egypt a Spojené státy","Egypt a Spojené státy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"826","Spojené království","Spojené království Velké Británie a Severního Irska","2009-01-01","9999-09-09","UK"
"CS","LSTOBC",3228,"826012","Spojené království a Alžírsko","Spojené království a Alžírsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"826031","Spojené království a Ázerbájdžán","Spojené království a Ázerbájdžán","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"826036","Spojené království a Austrálie","Spojené království a Austrálie","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"826076","Spojené království a Brazílie","Spojené království a Brazílie","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"826124","Spojené království a Kanada","Spojené království a Kanada","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"826156","Spojené království a Čína","Spojené království a Čína","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"826328","Spojené království a Guyana","Spojené království a Guyana","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"826356","Spojené království a Indie","Spojené království a Indie","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"826364","Spojené království a Írán (islámská republika)","Spojené království a Írán (islámská republika)","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"826484","Spojené království a Mexiko","Spojené království a Mexiko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"826554","Spojené království a Nový Zéland","Spojené království a Nový Zéland","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"826566","Spojené království a Nigérie","Spojené království a Nigérie","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"826586","Spojené království a Pákistán","Spojené království a Pákistán","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"826704","Spojené království a Vietnam","Spojené království a Vietnam","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"826710","Spojené království a Jižní Afrika","Spojené království a Jižní Afrika","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"826840","Spojené království a Spojené státy","Spojené království a Spojené státy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"826860","Spojené království a Uzbekistán","Spojené království a Uzbekistán","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"826887","Spojené království a Jemen","Spojené království a Jemen","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"831","Guernsey","Guernsey","2009-01-01","9999-09-09","GG"
"CS","LSTOBC",3228,"832","Jersey","Jersey","2009-01-01","9999-09-09","JE"
"CS","LSTOBC",3228,"833","Ostrov Man","Ostrov Man","2009-01-01","9999-09-09","IM"
"CS","LSTOBC",3228,"834","Tanzanie","Tanzanská sjednocená republika","2009-01-01","9999-09-09","TZ"
"CS","LSTOBC",3228,"84","Belize","Belize","2009-01-01","9999-09-09","BZ"
"CS","LSTOBC",3228,"840","Spojené státy","Spojené státy americké","2009-01-01","9999-09-09","US"
"CS","LSTOBC",3228,"840860","Spojené státy a Uzbekistán","Spojené státy a Uzbekistán","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"8496","Albánie a Mongolsko","Albánie a Mongolsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"850","Americké Panenské ostrovy","Americké Panenské ostrovy","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"854","Burkina Faso","Burkina Faso","2009-01-01","9999-09-09","BF"
"CS","LSTOBC",3228,"858","Uruguay","Uruguayská východní republika","2009-01-01","9999-09-09","UY"
"CS","LSTOBC",3228,"858862","Uruguay a Venezuela","Uruguay a Venezuela","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"860","Uzbekistán","Republika Uzbekistán","2009-01-01","9999-09-09","UZ"
"CS","LSTOBC",3228,"862","Venezuela","Bolívarovská republika Venezuela","2009-01-01","9999-09-09","VE"
"CS","LSTOBC",3228,"8688","Albánie a Srbsko","Albánie a Srbsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"876","Wallis a Futuna","Ostrovy Wallis a Futuna","2009-01-01","9999-09-09","WF"
"CS","LSTOBC",3228,"8807","Albánie a Makedonie, bývalá jugoslávská republika","Albánie a Makedonie, bývalá jugoslávská republika","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"882","Samoa","Nezávislý stát Samoa","2009-01-01","9999-09-09","WS"
"CS","LSTOBC",3228,"887","Jemen","Jemenská republika","2009-01-01","9999-09-09","YE"
"CS","LSTOBC",3228,"894","Zambie","Zambijská republika","2009-01-01","9999-09-09","ZM"
"CS","LSTOBC",3228,"896","Hongkong","Hongkong","2009-01-01","9999-09-09",
"CS","LSTOBC",3228,"90","Šalomounovy ostrovy","Šalomounovy ostrovy","2009-01-01","9999-09-09","SB"
"CS","LSTOBC",3228,"900","bez státního občanství","bez státního občanství","2009-01-01","9999-09-09","STLS"
"CS","LSTOBC",3228,"904","Česká republika a Afghánistán","Česká republika a Islámská republika Afghánistán","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"908","Česká republika a Albánie","Česká republika a Albánská republika","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"912","Česká republika a Alžírsko","Česká republika a Alžírská lidová demokratická republika","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"92","Britské Panenské ostrovy","Britské Panenské ostrovy","2009-01-01","9999-09-09","VG"
"CS","LSTOBC",3228,"920","Česká republika a Andorra","Česká republika a Andorrské knížectví","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"924","Česká republika a Angola","Česká republika a Angolská republika","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"928","Česká republika a Antigua a Barbuda","Česká republika a Antigua a Barbuda","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"931","Česká republika a Ázerbájdžán","Česká republika a Ázerbájdžánská republika","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"932","Česká republika a Argentina","Česká republika a Argentinská republika","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"936","Česká republika a Austrálie","Česká republika a Austrálie","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"940","Česká republika a Rakousko","Česká republika a Rakouská republika","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"944","Česká republika a Bahamy","Česká republika a Bahamské společenství","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"948","Česká republika a Bahrajn","Česká republika a Království Bahrajn","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"95","Republika Kosovo","Republika Kosovo","2009-01-01","9999-09-09","EUR_OTH"
"CS","LSTOBC",3228,"950","Česká republika a Bangladéš","Česká republika a Bangladéšská lidová republika","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"951","Česká republika a Arménie","Česká republika a Arménská republika","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"952","Česká republika a Barbados","Česká republika a Barbados","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"956","Česká republika a Belgie","Česká republika a Belgické království","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"95643","Kosovo a Ruská federace","Kosovo a Ruská federace","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"95688","Kosovo a Srbsko","Kosovo a Srbsko","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"95804","Kosovo a Ukrajina","Kosovo a Ukrajina","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"95807","Kosovo a Makedonie, bývalá jugoslávská republika","Kosovo a Makedonie, bývalá jugoslávská republika","2021-01-01","9999-09-09",
"CS","LSTOBC",3228,"96","Brunej Darussalam","Brunej Darussalam","2009-01-01","9999-09-09","BN"
"CS","LSTOBC",3228,"960","Česká republika a Bermudy","Česká republika a Bermudy","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"964","Česká republika a Bhútán","Česká republika a Bhútánské království","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"968","Česká republika a Bolívie","Česká republika a Bolivijská republika","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"970","Česká republika a Bosna a Hercegovina","Česká republika a Bosna a Hercegovina","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"972","Česká republika a Botswana","Česká republika a Republika Botswana","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"976","Česká republika a Brazílie","Česká republika a Brazilská federativní republika","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"984","Česká republika a Belize","Česká republika a Belize","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"990","Česká republika a Šalomounovy ostrovy","Česká republika a Šalomounovy ostrovy","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"992","Česká republika a Britské Panenské ostr.","Česká republika a Britské Panenské ostrovy","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"995","Česká republika a Kosovo","Česká republika a Kosovo","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"996","Česká republika a Brunej Darussalam","Česká republika a Brunej Darussalam","2009-01-01","9999-09-09","NAT"
"CS","LSTOBC",3228,"9999","Nezjištěno","Nezjištěno","2009-01-01","9999-09-09","UNK"
