"kodjaz","akrcis","kodcis","chodnota","zkrtext","text","admplod","admnepo","cznuts","kod_ruian"
"CS","STAT_NUTS",97,"19","ČR","Česká republika","2001-03-01","9999-09-09","CZ","1"
